term,group_count,overall_count,exact_pval,sig,genes
carbohydrate metabolic process,18,106,3.2490265728166993e-24,TRUE,YAL038W YBR196C YCL040W YCR012W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YIL053W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C YOL086C
generation of precursor metabolites and energy,17,115,1.2355393190795749e-21,TRUE,YAL038W YBR196C YCL040W YCR012W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C YOL086C
monocarboxylic acid metabolic process,16,105,1.7842195948334186e-20,TRUE,YAL038W YBR196C YCL040W YCR012W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C
nucleobase-containing small molecule metabolic process,17,172,1.5650056968470815e-18,TRUE,YAL038W YBR196C YCL040W YCR012W YDL022W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YMR205C YOL086C
nucleobase-containing compound catabolic process,15,165,1.2881512050074498e-15,TRUE,YAL038W YBR196C YCL040W YCR012W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YMR205C
small molecule metabolic process,20,556,1.4791544028864704e-13,TRUE,YAL038W YBR196C YCL040W YCR012W YDL022W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YIL053W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C YOL086C YOR303W
catabolic process,17,615,2.5888803264308115e-9,TRUE,YAL038W YBR196C YCL040W YCR012W YDR050C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C YOL086C
cellular nitrogen compound metabolic process,19,1386,1.7968452448207563e-5,TRUE,YAL038W YBR196C YCL040W YCR012W YDL022W YDR050C YDR365C YFR053C YGR192C YGR240C YGR254W YHR174W YJL052W YJR009C YKL060C YKL152C YLR044C YMR205C YOL086C
cell death,3,23,2.8087157937080727e-4,TRUE,YGR192C YJR009C YNL055C
homeostatic process,5,184,0.0035663890113902,FALSE,YDL022W YGR240C YLR043C YMR205C YNL055C
carbohydrate transport,2,16,0.0036530433359946153,FALSE,YCL040W YFR053C
biosynthetic process,12,973,0.004959401046323745,FALSE,YBR196C YCR012W YER177W YGR192C YIL053W YJL052W YJR009C YKL060C YKL152C YLR044C YOL086C YOR303W
monoatomic ion transport,3,71,0.007534851901979419,FALSE,YDR276C YGR192C YNL055C
anatomical structure development,2,33,0.015132049381950907,FALSE,YDR155C YER177W
sporulation,2,46,0.028330588983204907,FALSE,YDR155C YER177W
anatomical structure formation involved in morphogenesis,2,73,0.0654303661565855,FALSE,YDR155C YER177W
amino acid metabolic process,3,173,0.0757730094955054,FALSE,YLR044C YOL086C YOR303W
transmembrane transport,3,195,0.10005807333413488,FALSE,YCL040W YDL022W YFR053C
regulation of organelle organization,3,205,0.11204240456758816,FALSE,YDR155C YGR254W YHR174W
intracellular monoatomic ion homeostasis,2,116,0.1430602776389027,FALSE,YGR240C YMR205C
peroxisome organization,1,40,0.20702062758959305,FALSE,YDL022W
transport,7,874,0.2278587760222225,FALSE,YCL040W YDL022W YDR276C YFR053C YGR192C YLR043C YNL055C
pseudohyphal growth,1,48,0.2431431688016572,FALSE,YER177W
regulation of protein modification process,1,52,0.2606041644962116,FALSE,YER177W
organelle inheritance,1,53,0.264908339838022,FALSE,YLR043C
response to osmotic stress,1,54,0.26918834950417636,FALSE,YIL053W
lipid transport,1,57,0.28188468785004317,FALSE,YNL055C
vacuole organization,1,63,0.30664232051277673,FALSE,YLR043C
organelle fusion,1,71,0.3383751987703797,FALSE,YLR043C
regulation of cell cycle,2,209,0.34052784918902335,FALSE,YDR155C YER177W
regulation of transport,1,82,0.3797297639049023,FALSE,YNL055C
growth,1,89,0.4047362488288653,FALSE,YER177W
protein folding,1,91,0.411700519919844,FALSE,YCL043C
nucleobase-containing compound transport,1,117,0.4953856454921657,FALSE,YNL055C
membrane organization,1,146,0.5751865528734494,FALSE,YNL055C
mitochondrion organization,1,160,0.6092118377212214,FALSE,YNL055C
Golgi vesicle transport,1,169,0.6296808203913697,FALSE,YLR043C
signal transduction,1,215,0.71916716446829,FALSE,YER177W
chromatin organization,1,216,0.7208592925928624,FALSE,YPL075W
rRNA processing,1,233,0.7481649333678895,FALSE,YDR365C
DNA damage response,1,249,0.7714988583688971,FALSE,YER177W
response to stress,2,503,0.8021231672742437,FALSE,YER177W YIL053W
response to chemical,1,281,0.8120725461223033,FALSE,YPL075W
cellular component assembly,2,534,0.8294944468879571,FALSE,YER177W YMR205C
vesicle-mediated transport,1,317,0.8494204763437407,FALSE,YLR043C
protein-containing complex assembly,1,375,0.89501718335226,FALSE,YMR205C
