term,group_count,overall_count,exact_pval,sig,genes
glycosyltransferase activity,7,92,1.796246852387059e-4,TRUE,YBR126C YDR354W YEL011W YFR015C YML100W YMR261C YPR160W
phosphatase activity,6,96,0.0015163523722026896,FALSE,YBR126C YDR074W YGR203W YIL053W YML100W YMR261C
enzyme regulator activity,8,249,0.01566955317881924,FALSE,YBR135W YDR379W YIL045W YIL119C YLR178C YML100W YMR261C YOR178C
oxidoreductase activity,8,270,0.024313783648589618,FALSE,YAL061W YBR010W YDL124W YDR127W YDR513W YGR209C YKL029C YNL241C
hydrolase activity,13,567,0.03135802522271553,FALSE,YBR126C YDR074W YGL028C YGL126W YGR203W YGR248W YIL053W YLL024C YLL026W YML100W YMR173W YMR261C YOR084W
transcription factor binding,3,67,0.0575209754527718,FALSE,YKR062W YLR055C YPL016W
lipid binding,4,117,0.06730144655440315,FALSE,YFL014W YJL079C YLR178C YPL004C
transferase activity,14,719,0.08253184076237773,FALSE,YAL038W YBR126C YDR127W YDR354W YDR513W YDR516C YEL011W YFR015C YGR203W YJL141C YML100W YMR261C YMR296C YPR160W
ATP hydrolysis activity,3,83,0.0953751995937686,FALSE,YLL024C YLL026W YMR173W
transferase activity, transferring alkyl or aryl (other than methyl) groups,2,40,0.09677278000993249,FALSE,YDR127W YDR513W
unfolded protein binding,2,67,0.22034934621207808,FALSE,YLL024C YLL026W
lyase activity,2,80,0.2840739636215516,FALSE,YDR127W YGR155W
ion binding,9,576,0.34670056920301495,FALSE,YAL061W YBR066C YDR127W YDR379W YJL079C YLL024C YLL026W YMR037C YPL016W
hydrolase activity, acting on glycosyl bonds,1,39,0.4047784255288247,FALSE,YGL028C
DNA-binding transcription factor activity,2,106,0.4090166274336887,FALSE,YFL031W YMR037C
histone binding,1,40,0.41267686649215785,FALSE,YBR135W
kinase activity,3,182,0.4320347293166289,FALSE,YDR127W YDR516C YJL141C
ubiquitin-like protein binding,1,43,0.4357583166664102,FALSE,YBR135W
protein-macromolecule adaptor activity,2,116,0.45448718958000134,FALSE,YLR093C YLR312C
isomerase activity,1,56,0.5258812584776081,FALSE,YGL063W
GTPase activity,1,59,0.544575057263893,FALSE,YMR173W
DNA binding,4,324,0.6264365160962925,FALSE,YBR010W YBR066C YKR062W YMR037C
enzyme binding,1,86,0.6832709526756995,FALSE,YKR062W
structural molecule activity,2,261,0.8662925369257339,FALSE,YDL195W YOR369C
transmembrane transporter activity,2,278,0.8889479511878495,FALSE,YER053C YLL055W
structural constituent of ribosome,1,179,0.9107837135652319,FALSE,YOR369C
acyltransferase activity,1,185,0.9178575448812785,FALSE,YMR296C
mRNA binding,1,189,0.922263625079084,FALSE,YGR155W
RNA binding,2,365,0.9589866607422556,FALSE,YGR155W YLL024C
