term,group_count,overall_count,exact_pval,sig,genes
transferase activity, transferring alkyl or aryl (other than methyl) groups,2,40,0.004136721340279463,FALSE,YDR502C YLR303W
structural constituent of ribosome,2,179,0.06984680306085543,FALSE,YJR145C YOR063W
transferase activity,4,719,0.08830274706161817,FALSE,YDR502C YLL062C YLR303W YNL277W
structural molecule activity,2,261,0.13302433058964475,FALSE,YJR145C YOR063W
oxidoreductase activity,2,270,0.14064227113874095,FALSE,YFR030W YOL086C
lyase activity,1,80,0.18071194379249467,FALSE,YAL012W
methyltransferase activity,1,81,0.18276787367005431,FALSE,YLL062C
ligase activity,1,103,0.2268189444592903,FALSE,YJL101C
acyltransferase activity,1,185,0.3725264624960998,FALSE,YNL277W
ion binding,2,576,0.4248928250765558,FALSE,YLL062C YOL086C
transmembrane transporter activity,1,278,0.5070558231292497,FALSE,YGR055W
RNA binding,1,365,0.6084241415843246,FALSE,YGR148C
